year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2008,Toyota,Highlander,Limited,SUV,automatic,jteds42a882055140,ga,3.2,87089.0mi,silver,gray,germain toyota of sarasota,$15800,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2007,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25vx71144508,md,1.9,146932.0mi,—,gray,ge fleet services for itself/servicer,$4200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LTZ,Sedan,automatic,1g1je5sbxe4219770,co,2.0,10281.0mi,white,black,gm remarketing,$12400,Tue Mar 10 2015 04:30:00 GMT-0700 (PDT)
2009,BMW,X5,xDrive35d,SUV,automatic,5uxff03529lj97408,ca,2.9,57676.0mi,black,black,bmw north america/lemon law buy backs,$17500,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,FX,FX37,SUV,automatic,jn8cs1mwxdm172759,la,4.4,52357.0mi,brown,beige,the hertz corporation,$24800,Wed Dec 24 2014 10:00:00 GMT-0800 (PST)
2012,Honda,CR-V,EX-L,SUV,automatic,5j6rm4h77cl055966,fl,4.4,76557.0mi,white,gray,firkins chrysler jeep dodge,$18800,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2003,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl18053b004611,va,1.9,219970.0mi,beige,brown,hendrick honda woodbridge,$850,Thu Mar 05 2015 01:50:00 GMT-0800 (PST)
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c78c3035406,md,2.8,50512.0mi,white,black,toyota financial services,$11000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Ford,F-150,FX4,SuperCab,automatic,1ftfx1ef6ekd41892,co,3.4,13428.0mi,—,black,ford motor credit company,$31100,Wed Feb 04 2015 03:00:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c57cdw24533,ca,3.6,23644.0mi,gray,black,financial services remarketing (lease),$29750,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a74dg215312,mo,3.5,64447.0mi,burgundy,beige,the hertz corporation,$11400,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2006,Subaru,B9 Tribeca,Limited 5-Passenger,SUV,automatic,4s4wx83c564422563,wa,2.5,114542.0mi,green,beige,bickford motors,$7000,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,supercrew,automatic,1ftfw1ef6efa01167,tn,4.8,37892.0mi,—,gray,midtown motors,$26100,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c36s477016,ma,1.9,288408.0mi,blue,gray,boch new to you superstore,$2600,Thu Mar 05 2015 10:30:00 GMT-0800 (PST)
2012,Honda,Ridgeline,RTL,Crew Cab,automatic,5fpyk1f51cb452770,mo,4.8,34336.0mi,white,gray,american auto sales inc,$28700,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54px8r655709,ny,3.1,114801.0mi,white,gray,zappone chrysler jeep dodge ram,$5400,Thu Jan 22 2015 01:45:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,sedan,automatic,1g1za5eu1cf349644,sc,3.9,76180.0mi,white,tan,ricks auto marketing center south,$9400,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2006,Chevrolet,TrailBlazer,LT,SUV,automatic,1gnds13s162148810,tn,4.2,163117.0mi,white,gray,santander consumer,$4200,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
2013,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl3dn044045,oh,3.3,35315.0mi,blue,black,avis corporation,$22500,Tue Mar 10 2015 03:15:00 GMT-0700 (PDT)
2014,Honda,Pilot,LX,SUV,automatic,5fnyf3h27eb001017,ca,4.4,23481.0mi,black,beige,"ahfc/honda lease trust/hvt, inc.",$23000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11h5sa9du124453,nc,3.3,54914.0mi,white,tan,ari,$13700,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2001,Chevrolet,Suburban,1500,suv,automatic,3gnec16t61g114903,fl,1.9,121118.0mi,white,beige,north palm hyundai,$1400,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx1eub81769,wa,4.9,21319.0mi,black,beige,ford motor credit company,$17000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk5eu398176,nj,4.1,35822.0mi,gray,black,car rentals inc,$14000,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Murano,S,SUV,automatic,jn8az1mu4cw109399,ca,3.6,20710.0mi,white,tan,"jpmorgan chase bank,n.a.",$17800,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h63cb083000,pa,2.1,48076.0mi,red,beige,"ahfc/honda lease trust/hvt, inc. eot",$18700,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2013,Chrysler,Town and Country,Limited,Minivan,automatic,2c4rc1gg8dr596977,fl,4.3,37259.0mi,beige,beige,tdaf remarketing,$23400,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c56ct256679,fl,3.5,19172.0mi,green,black,bmw mini financial services,$13200,Tue Feb 10 2015 04:14:00 GMT-0800 (PST)
2006,Chevrolet,TrailBlazer,LS,SUV,automatic,1gndt13s262151860,tx,2.1,145889.0mi,beige,tan,autovest llc,$1100,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2009,Jeep,Patriot,Sport,SUV,automatic,1j4ft28a39d178480,tx,4.0,37225.0mi,gold,gold,regional acceptance corporation / greensboro,$9200,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
2006,Volkswagen,Jetta,2.5 PZEV,sedan,automatic,3vwdg71k66m733856,ca,1.0,135252.0mi,black,black,mas financial services,$1200,Wed Jun 03 2015 04:00:00 GMT-0700 (PDT)
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb0aa080584,ca,3.8,62370.0mi,gray,gray,hoehn motors inc,$21000,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu9gx7eub33875,oh,4.3,49370.0mi,—,gray,ge fleet services for itself/servicer,$17100,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,extended cab,automatic,1gcrkse3xbz280945,mi,4.3,59408.0mi,blue,black,remarketing by ge/michigan schools & govt cu,$21600,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2007,Hyundai,Elantra,GLS,sedan,automatic,kmhdu46d07u219580,ut,2.9,96069.0mi,silver,gray,remarketing by ge/america first credit union,$4700,Wed Jun 03 2015 04:30:00 GMT-0700 (PDT)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a7xeg343782,fl,4.5,10867.0mi,white,gray,"kia motors america, inc",$15100,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa9df253127,fl,4.2,37956.0mi,silver,black,enterprise veh exchange/rental,$13800,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb5cr231122,fl,1.9,33973.0mi,black,—,mercedes-benz financial services,$18600,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8bh162982,ca,4.5,55604.0mi,gold,beige,hyundai buybacks,$8400,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2000,Porsche,Boxster,Base,Convertible,automatic,wp0ca2984yu623480,fl,4.4,60475.0mi,black,black,salerno duane infiniti llc,$9300,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2013,Nissan,Murano,SV,SUV,automatic,jn8az1mu2dw213519,il,4.8,14164.0mi,burgundy,beige,nissan north america inc.,$19400,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef5d5123598,fl,3.5,16627.0mi,white,beige,lexus financial services,$54800,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2003,GMC,Sonoma,SLS,Crew Cab,automatic,1gtdt13x93k143299,nj,3.6,132997.0mi,black,black,lester glenn buick,$4800,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2009,Lexus,ES 350,Base,Sedan,automatic,jthbj46g292312032,fl,3.7,71724.0mi,black,beige,global auto group inc,$14300,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Murano,SV,SUV,automatic,jn8az1mw7dw312922,ca,4.3,44027.0mi,silver,black,avis corporation,$18300,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2007,Chrysler,Pacifica,Touring,Wagon,automatic,2a8gf68xx7r333784,tx,2.4,148746.0mi,silver,—,tdaf remarketing,$3100,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gs48k88c145537,pr,2.4,143192.0mi,silver,black,oriental bank,$4000,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2012,Subaru,Forester,2.5X Limited PZEV,SUV,automatic,jf2shaec8ch414239,oh,4.1,64465.0mi,gray,beige,ge fleet services for itself/servicer,$15800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v29t576507,mi,4.7,137765.0mi,red,gray,kevins marysville auto sales inc,$7100,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hr5dr124270,mi,4.0,57175.0mi,black,black,"ford motor credit company,llc",$13100,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
2014,Chrysler,300,C,Sedan,automatic,2c3ccakt6eh287885,va,4.2,16205.0mi,black,black,enterprise veh exchange/rental,$23700,Thu Feb 19 2015 01:20:00 GMT-0800 (PST)
2008,Acura,TSX,Base,Sedan,automatic,jh4cl96868c018887,fl,2.6,100415.0mi,gray,black,santander consumer,$9600,Thu Mar 05 2015 01:35:00 GMT-0800 (PST)
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e3xe1132823,il,4.0,18440.0mi,white,gray,gm remarketing,$13500,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2013,Ford,Edge,SE,SUV,automatic,2fmdk3gcxdbb08834,nj,3.5,36222.0mi,black,black,"ford motor credit company,llc",$15100,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2007,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12027g243189,ga,3.5,387537.0mi,orange,black,rick hendrick chevrolet of buford,$6600,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,convertible,automatic,wbadx7c51ce744532,ca,3.7,54212.0mi,white,black,financial services remarketing (lease),$25500,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5ek2b1206145,fl,3.5,80013.0mi,beige,beige,car collection of tampa inc,$8700,Wed Feb 18 2015 07:10:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f38ca204275,pa,3.8,15071.0mi,gray,black,"ahfc/honda lease trust/hvt, inc. eot",$13700,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e36c1254371,sc,2.8,64190.0mi,white,black,pnc national bank,$7500,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2007,Ford,Fusion,SEL,Sedan,automatic,3fahp08177r156984,va,2.9,194077.0mi,white,tan,ari,$2700,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp552261308995,fl,1.9,115577.0mi,white,—,westlake financial services,$2200,Thu Feb 19 2015 15:00:00 GMT-0800 (PST)
2001,Ford,Taurus,LX,Sedan,automatic,1fafp52u61a151963,ca,2.6,166132.0mi,gold,beige,hertz remarketing,$700,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Ford,F-150,XL,regular cab,automatic,1ftnf1cf3ekd48011,pa,3.9,9801.0mi,white,gray,u-haul,$18300,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2013,Chevrolet,Equinox,LS,SUV,automatic,2gnalbek5d6347863,mn,3.4,31251.0mi,—,gray,ge fleet services for itself/servicer,$15400,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn429479,fl,4.4,34292.0mi,black,beige,nissan-infiniti lt,$13800,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2013,Ford,Edge,SE,SUV,manual,2fmdk3gc7dba37561,nj,4.9,12431.0mi,white,beige,"ford motor credit company,llc",$18200,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
2008,Audi,A6,3.2,Sedan,automatic,wauah74f58n052210,fl,1.9,79470.0mi,blue,beige,prestige motorcar imports inc,$10100,Thu Jan 22 2015 03:40:00 GMT-0800 (PST)
2010,Ford,F-250 Super Duty,XLT,supercab,automatic,1ftsx2b55aea84684,co,1.9,136270.0mi,white,gray,ge fleet services for itself/servicer,$8300,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
2003,Toyota,Corolla,CE,Sedan,automatic,1nxbr32e33z101955,ca,2.5,299999.0mi,gray,gray,north bakersfield toyota scion,$1500,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2008,Audi,Q7,3.6 quattro,SUV,automatic,wa1ay74l68d056825,fl,3.0,79275.0mi,black,black,manheim orlando,$14000,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
2013,BMW,5 Series,528i xDrive,Sedan,automatic,wbaxh5c51ddw15924,oh,4.4,35287.0mi,black,beige,financial services remarketing (lease),$32000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Base,Sedan,automatic,1c3lc46k87n589112,nc,2.0,133680.0mi,burgundy,gray,santander consumer,$2900,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx8eua53741,ga,4.8,30253.0mi,black,gray,ars/enterprise,$17700,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,LS,Coupe,manual,2g1fe1ev7a9184942,md,4.5,41431.0mi,black,black,prestige financial services,$12200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxcm670069,fl,3.9,33499.0mi,blue,beige,nissan infiniti lt,$19400,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2002,Chevrolet,Cavalier,Base,Coupe,automatic,1g1jc124927165145,mo,2.1,155891.0mi,blue,gray,the hertz corporation,$800,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,wddgf4hb9dr286643,fl,4.1,11092.0mi,red,black,braman honda of palm beach,$24600,Thu Jun 04 2015 02:40:00 GMT-0700 (PDT)
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg6et313580,mn,5.0,14153.0mi,gray,black,hertz corporation/gdp,$17000,Wed Jun 17 2015 06:00:00 GMT-0700 (PDT)
2013,BMW,3 Series,335is,Convertible,manual,wbadx1c51dj129212,ga,4.1,12678.0mi,black,brown,financial services remarketing (lease),$39000,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk7du652131,fl,3.2,59960.0mi,black,gray,the hertz corporation,$11500,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0br224163,oh,3.8,81617.0mi,red,gray,lease plan usa,$7900,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,sedan,automatic,1c3cdzab5dn712779,mi,3.8,54397.0mi,red,black,dtg operations inc,$9400,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
2003,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16z43g170157,nv,3.4,182728.0mi,white,beige,quality acceptance,$2550,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2014,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf4e5323249,nv,3.1,18977.0mi,black,black,ars/budget rac of utah & idaho,$22900,Fri Feb 13 2015 04:00:00 GMT-0800 (PST)
2004,Buick,Regal,LS,Sedan,automatic,2g4wb52k441250301,ma,2.5,161678.0mi,brown,brown,infiniti of norwood,$700,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2010,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek9ar063287,fl,2.8,78595.0mi,white,beige,world omni financial corporation,$9600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew9eda19632,tn,4.4,16280.0mi,white,gray,u-haul,$21500,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2013,Honda,Pilot,Touring w/Navigation and Rear Entertainment,SUV,automatic,5fnyf4h90db010191,in,4.3,32545.0mi,red,black,honda of america manufacturing,$29500,Thu Feb 12 2015 02:10:00 GMT-0800 (PST)
2001,Mercedes-Benz,M-Class,ML320,suv,automatic,4jgab54e51a289336,tx,4.1,68160.0mi,beige,tan,philpott ford,$3700,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2014,Kia,Rio,LX,Sedan,automatic,knadm4a34e6328108,pr,4.1,2492.0mi,brown,black,oriental bank,$12600,Thu Jan 29 2015 03:30:00 GMT-0800 (PST)
2012,Lexus,ES 350,Base,sedan,automatic,jthbk1eg0c2500438,ca,3.4,28218.0mi,black,black,lexus financial services,$22100,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e16a004044,ca,3.2,104110.0mi,gray,gray,high bid trading co inc,$10400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Subaru,Forester,2.5X PZEV,SUV,automatic,jf2shaac1dh436588,mn,4.2,92798.0mi,gray,beige,wheels ltd,$12700,Thu Jan 22 2015 02:45:00 GMT-0800 (PST)
2008,Dodge,Avenger,SXT,Sedan,automatic,1b3lc56k18n635979,tx,3.2,138979.0mi,blue,gray,southern auto finance co/safco/ft lauderdale,$2000,Thu May 21 2015 03:30:00 GMT-0700 (PDT)
2008,Dodge,Ram Pickup 3500,Laramie,Quad Cab,automatic,3d7mx48a98g213074,tx,1.9,105386.0mi,red,gray,santander consumer,$18000,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2012,Volkswagen,Passat,SEL PZEV,Sedan,automatic,1vwcp7a37cc039372,nj,2.5,48022.0mi,—,tan,"vw credit, inc",$13600,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cc158188,il,3.6,44911.0mi,red,black,nissan-infiniti lt,$12400,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2009,Dodge,Grand Caravan,SXT,Minivan,automatic,2d8hn54109r502483,ca,2.8,65049.0mi,blue,gray,california republic bank,$9400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0eh867005,ga,4.6,29402.0mi,gray,gray,international auto group inc,$12300,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2014,Subaru,XV Crosstrek,Premium,SUV,automatic,jf2gpacc6e8231579,wa,3.9,22141.0mi,gray,black,dollar rac/seattle,$20600,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,hatchback,automatic,5j6tf2h59cl010790,il,4.8,38581.0mi,white,black,grossinger motors inc,$19200,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2006,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmeu74ex6ua32010,va,1.9,99154.0mi,black,tan,pohanka honda of fredericksburg,$6200,Thu Feb 19 2015 01:50:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,sedan,automatic,2g1wb58k679376959,tx,3.0,74155.0mi,white,tan,tdaf remarketing,$6500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2004,Ford,F-150,FX4,SuperCab,automatic,1ftpx14574nb13149,tx,1.9,119837.0mi,black,gray,primeritus remarketing/marc dalmolin motos llp,$5800,Wed Jan 07 2015 00:00:00 GMT-0800 (PST)
2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke76er169339,mn,3.4,37687.0mi,black,black,avis corporation,$41700,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,hatchback,automatic,3n1ce2cp1el355341,il,4.3,21107.0mi,silver,black,nissan-infiniti lt,$10000,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2007,Ford,F-250 Super Duty,XL,Regular Cab,automatic,1ftnf21567eb00417,co,2.1,89678.0mi,blue,gray,ford-lincoln dealer program,$10800,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv8cw230244,oh,4.2,26731.0mi,silver,gray,pauley motor car co preowned vehicles llc,$16700,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
1993,Toyota,Corolla,Base,Sedan,manual,2t1ae04e1pc003856,md,2.0,224716.0mi,green,gray,purple heart services inc,$350,Tue Jan 20 2015 04:00:00 GMT-0800 (PST)
2005,Mitsubishi,Lancer,ES,Sedan,automatic,ja3aj26e35u026221,ny,1.9,132191.0mi,gray,gray,credit acceptance corp/vrs/southfield,$1350,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2009,GMC,Sierra 1500,SLE,Extended Cab,automatic,1gtek29099z161972,in,4.9,79503.0mi,beige,gray,santander consumer,$19100,Thu Feb 26 2015 02:10:00 GMT-0800 (PST)
2004,BMW,7 Series,745Li,Sedan,automatic,wbagn63414ds49548,fl,1.9,141843.0mi,silver,gray,westlake financial services,$4300,Thu Mar 05 2015 07:00:00 GMT-0800 (PST)
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek0bm213203,fl,3.7,9767.0mi,gray,black,nissan infiniti lt,$19200,Thu Feb 12 2015 01:15:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,automatic,jf1znaa18d2709703,ga,2.4,32135.0mi,black,black,"by the book auto brokers, inc.",$16900,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2014,Hyundai,Elantra,SE,Sedan,automatic,kmhdh4ae6eu183041,oh,5.0,3375.0mi,blue,gray,santander consumer,$14000,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2007,Ford,Escape,XLS,SUV,automatic,1fmyu02z77ka42338,ga,3.8,95787.0mi,white,black,ge fleet services for itself/servicer,$6900,Tue Mar 03 2015 05:10:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h7xdr208213,il,2.9,50518.0mi,gray,black,"ford motor credit company,llc",$11400,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3c1c57cf431080,ga,4.4,24571.0mi,white,beige,financial services remarketing (lease),$24000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2004,Dodge,Stratus,SXT,Sedan,automatic,1b3el46x84n211627,fl,2.1,181537.0mi,silver,gray,ace motor acceptance corporation,$1100,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e399091213,tn,1.9,63033.0mi,silver,gray,exeter finance corp,$5700,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,suv,automatic,5xyktca62fg600512,oh,4.9,16027.0mi,white,black,"kia motors america, inc",$20100,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2002,Dodge,Grand Caravan,ES,Minivan,automatic,2b4gp54lx2r731620,ca,2.0,182002.0mi,gold,gray,credit acceptance corp/vrs/southfield,$350,Wed Feb 11 2015 03:00:00 GMT-0800 (PST)
2011,Buick,LaCrosse,CXS,Sedan,automatic,1g4ge5ed5bf242836,va,4.3,45281.0mi,beige,beige,mcmb financial,$17500,Thu Mar 05 2015 01:20:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9bm304536,ga,4.4,23543.0mi,blue,beige,nissan infiniti lt,$18800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Mitsubishi,Outlander,ES,SUV,automatic,ja4ad2a36ez020120,mn,4.6,10179.0mi,black,black,mitsubishi north america,$15600,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2007,Acura,TL,Base,sedan,automatic,19uua66287a038155,tx,2.9,91939.0mi,black,black,david mcdavid acura,$10500,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae3eh527309,wi,3.7,11022.0mi,beige,beige,remarketing by ge/bwas,$13100,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar3dm753523,tx,3.7,10549.0mi,gray,black,nissan infiniti lt,$22600,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu0jx6eua65170,fl,4.3,12097.0mi,white,tan,lehman hyundai,$22800,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap0bm602171,ca,2.5,40186.0mi,gray,black,nissan infiniti lt,$16250,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7cr219091,tx,3.8,58788.0mi,silver,gray,donlen corporation,$10200,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5g58enp28617,oh,4.4,13352.0mi,white,black,bmw north america greer,$29750,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbe07dr373990,tx,4.9,48006.0mi,brown,black,hopper motorplex inc,$30800,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2014,Dodge,Charger,R/T,Sedan,automatic,2c3cdxct3eh232079,tn,4.4,21648.0mi,white,black,budget rent a car/atlanta,$22300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb4cf903946,ga,3.8,34179.0mi,white,—,mercedes-benz financial services,$22750,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap2cc835343,ca,4.1,46588.0mi,white,beige,nissan motor acceptance corporation,$17750,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
